mean	variance	variance.expected	variance.standardized
HUMAN_HBG2	22.1746408494691	61985.1621504363	367.561259939509	60.1654516790874
HUMAN_HBG1	7.42535915053092	7763.31017642334	50.347444574733	53.4751285820691
HUMAN_HBA1	3.43972517176765	1497.06124030427	13.8533194786134	51.5193794174264
HUMAN_HBB	7.89181761399126	9940.81438206568	55.9769783519395	49.7818386864837
HUMAN_HBA2	2.26745783885072	661.19220049563	7.1512992748158	48.1219921057812
HUMAN_HBM	0.539787632729544	66.6007718189625	0.900236243458246	25.9419909842286
HUMAN_AHSP	0.555527795128045	72.3853782977343	0.935438009566581	23.9708789724673
HUMAN_PPBP	0.603872579637726	87.3629285294892	1.04639448613307	22.0153331686614
HUMAN_GYPA	0.148657089319176	5.99114168712021	0.185174007773369	16.9232663651713
HUMAN_PF4	0.270830730793254	31.2224936251425	0.374455540624977	16.7657373044826
HUMAN_PRDX2	0.647720174890693	41.2332047592693	1.15067838363631	16.5726318219546
HUMAN_ALAS2	0.14366021236727	3.05806980956742	0.178138846477865	14.9642582447323
HUMAN_CA1	0.201873828856964	20.3278075827795	0.263402940369725	14.6235669122377
HUMAN_IGLC2	0.163023110555903	6.62347012003055	0.205709938730603	13.8907763649745
HUMAN_PTGDS	0.156152404747033	3.31819209071292	0.195839551525929	12.3580503231834
HUMAN_BLVRB	0.644971892567145	17.2604960168261	1.14404124994843	11.6741190520466
HUMAN_IGJ	0.196002498438476	2.9756961619128	0.254462763820951	11.6640680646224
HUMAN_CA2	0.0894440974391006	3.1171861601991	0.105186108604124	11.6509973768059
HUMAN_HMBS	0.122673329169269	2.2233301837526	0.149243999172809	10.6081427013139
HUMAN_GYPB	0.0604622111180512	0.878152959747484	0.0688054070285364	10.4934803868823
HUMAN_MYL4	0.0545908806995628	0.68654969829264	0.0618001167870032	9.62923574606615
HUMAN_TUBA1B	1.00412242348532	20.2020069915074	2.12108042168536	9.52439463632187
HUMAN_HMGB2	0.632354778263585	11.2819865207933	1.1137432239119	9.39691742240439
HUMAN_KIAA0101	0.11155527795128	1.21456535941898	0.134276186474642	9.04527743382364
HUMAN_IFIT1B	0.035103060587133	0.494144932530612	0.039293727074505	8.96695848103513
HUMAN_FCER1A	0.0820737039350406	0.853457968080295	0.0957101364489257	8.91711160119106
HUMAN_HIST1H4C	0.332916926920675	12.8360540217087	0.482661071680689	8.80104907709886
HUMAN_HEMGN	0.132417239225484	1.70210366397064	0.162539402058522	8.76544347396575
HUMAN_KLF1	0.0457214241099313	0.585115687003469	0.051439067999947	8.73845667761591
HUMAN_C1QA	0.0458463460337289	0.571486055847779	0.0515840748240592	8.6710680833198
HUMAN_GP9	0.0462211118051218	0.640292127515255	0.0520198440085904	8.56754891184357
HUMAN_GNG11	0.125296689569019	2.11760712398329	0.152805347471827	8.49824273648186
HUMAN_SDPR	0.0844472204871955	1.05283779097335	0.0987585101444369	8.45153670574767
HUMAN_PTTG1	0.0707058088694566	0.688403362341315	0.0812970435533875	8.35340920984861
HUMAN_IGLC3	0.108682073703935	1.14136014441249	0.13043970861891	8.30148384991477
HUMAN_HBE1	0.0580886945658963	0.648424382437139	0.0659627819536457	8.24539985547114
HUMAN_TUBB1	0.0597126795752655	0.893485424683036	0.067906301316352	8.16368803121369
HUMAN_HBZ	0.0407245471580262	1.01558268336163	0.045711029485501	8.13744505856166
HUMAN_HIST1H2AC	0.141161773891318	2.41435372257656	0.174645788446073	7.71550052967284
HUMAN_ACRBP	0.0544659587757651	0.911825692400521	0.0616525087249417	7.68579638738312
HUMAN_HLA-DPA1	1.46620861961274	27.9652810384314	3.68414559246552	7.59071006738266
HUMAN_IGLL1	0.0532167395377889	0.690321048095565	0.0601804835890094	7.49701332243047
HUMAN_SLC25A37	0.254465958775765	3.59853233907718	0.347207972322433	7.35532998315392
HUMAN_HLA-DPB1	1.44547158026234	25.7827896482739	3.60695122160101	7.14808381490387
